x,y,yaw,velocity
-10.8416781,10.4729086,1.8266783,4.4743333
-10.9377979,10.4456252,1.8683072,4.3882974
-11.0326486,10.4142996,1.9115395,4.2999537
-11.1260126,10.3788279,1.9565541,4.2099278
-11.2176375,10.3390898,2.0039032,4.1197391
-11.3072182,10.2949561,2.0536128,4.0277191
-11.394447,10.246326,2.1055054,3.933685
-11.4789936,10.1931297,2.1597257,3.8360683
-11.5604747,10.1353134,2.2165708,3.7349292
-11.6384617,10.0728371,2.2763957,3.6298752
-11.7124627,10.0056829,2.3396915,3.5207523
-11.7819003,9.9338665,2.4071463,3.4087098
-11.8460778,9.8574601,2.4797556,3.2965575
-11.9041825,9.7765557,2.559084,3.1895653
-11.955643,9.6904624,2.6485024,3.0981982
-11.9983831,9.600423,2.7508811,3.0409166
-12.0311224,9.5058156,2.8677185,3.008236
-12.0520406,9.4083157,2.9946254,3.0080482
-12.0600334,9.3089978,3.1271596,3.0078604
-12.0565929,9.2097669,-3.0715267,3.0291871
-12.0449596,9.1111619,-2.9703101,3.1990093
-12.0229688,9.0129387,-2.8771484,3.2307887
-11.993666,8.918356,-2.8079216,3.3438283
-11.9581826,8.8249163,-2.7510864,3.4909769
-11.9177841,8.7333346,-2.7022889,3.6392623
-11.873255,8.6437781,-2.6587658,3.7817203
-11.8250779,8.5562329,-2.6187283,3.9189864
-11.7735612,8.4706575,-2.5809882,4.0515884
-11.7189152,8.3870371,-2.5447348,4.1799702
-11.6612955,8.3053958,-2.5094,4.3045094
-11.6008276,8.2257937,-2.4745775,4.4255305
-11.5376203,8.1483182,-2.4399737,4.541385
-11.471773,8.0730756,-2.4053766,4.6470317
-11.4033972,8.0002013,-2.3706444,4.7427637
-11.3325702,7.929801,-2.3356565,4.8290014
-11.2592708,7.8618975,-2.3002893,4.9064735
-11.1835914,7.7966329,-2.2645152,4.9756544
-11.1056275,7.7341433,-2.2283374,5.0370775
-11.0254783,7.6745556,-2.1917844,5.0913383
-10.9432381,7.6179802,-2.1549054,5.1391012
-10.8588263,7.5644076,-2.1176802,5.1811406
-10.7724955,7.5140376,-2.0802157,5.2186297
-10.6843814,7.4669651,-2.0426595,5.2521852
-10.5945858,7.4232487,-2.0050575,5.282575
-10.5032211,7.3829475,-1.9673811,5.3102163
-10.4104092,7.3461244,-1.929595,5.3351318
-10.3162722,7.3128412,-1.8916623,5.3573939
-10.2209366,7.2831589,-1.853577,5.3770512
-10.1245409,7.2571048,-1.8161816,5.3950879
-10.027236,7.2345067,-1.7829431,5.4192092
-9.9292925,7.2148042,-1.7569628,5.4783355
-9.8309315,7.1973381,-1.7364585,5.5737998
-9.7322538,7.1818105,-1.7173672,5.6676448
-9.6333057,7.1681501,-1.6986611,5.7599495
-9.534125,7.1563253,-1.6803238,5.8507869
-9.4347488,7.1463024,-1.6623685,5.9402244
-9.3352122,7.1380459,-1.644813,6.0283241
-9.2355488,7.1315172,-1.6276784,6.115144
-9.1357902,7.1266752,-1.6109885,6.2007377
-9.0359662,7.1234756,-1.5947687,6.2851555
-8.9361043,7.1218708,-1.5790448,6.368444
-8.8362295,7.1218107,-1.5638419,6.450647
-8.736365,7.1232417,-1.5491861,6.5318055
-8.6365276,7.1261081,-1.5350986,6.611958
-8.5367299,7.1303514,-1.5216184,6.6911405
-8.4369822,7.1358998,-1.509236,6.7693872
-8.3372822,7.1424292,-1.5028426,6.8467301
-8.2376022,7.1491901,-1.5046954,6.9231996
-8.1378987,7.1553971,-1.5135607,6.9988241
-8.0381408,7.1605354,-1.5252125,7.073631
-7.9383276,7.1644805,-1.5374691,7.1476457
-7.8384769,7.1671734,-1.5502894,7.2208928
-7.7386,7.1685593,-1.5636367,7.291556
-7.6387134,7.1685873,-1.5774741,7.3560432
-7.538836,7.1672101,-1.5917663,7.3718657
-7.4389887,7.1643843,-1.6064799,7.3169092
-7.3391942,7.1600701,-1.6215837,7.2626435
-7.2394768,7.1542308,-1.6370492,7.2088339
-7.1398622,7.1468332,-1.6528505,7.1552618
-7.0403779,7.1378467,-1.6689647,7.101724
-6.9410524,7.1272436,-1.6853715,7.0480321
-6.8419155,7.1149986,-1.7020533,6.9940113
-6.7429981,7.1010886,-1.7189953,6.9395724
-6.6443324,7.0854925,-1.7361849,6.8846381
-6.5459513,7.0681909,-1.7536117,6.8290587
-6.4478887,7.0491663,-1.7712674,6.772692
-6.3501839,7.0284034,-1.7891444,6.7154018
-6.2528683,7.0058867,-1.8072383,6.6570489
-6.1559782,6.9816024,-1.825545,6.5975024
-6.0595515,6.9555385,-1.8440617,6.5366315
-5.9636267,6.9276836,-1.8627862,6.4743031
-5.8682436,6.8980272,-1.8817434,6.4103584
-5.7734453,6.8665512,-1.901113,6.3468132
-5.6792876,6.8332074,-1.9213314,6.2862306
-5.5858407,6.7979204,-1.9425559,6.2290634
-5.4931823,6.7606106,-1.9648007,6.1753151
-5.4013959,6.721202,-1.9880626,6.1250267
-5.3105708,6.6796223,-2.0123415,6.0782827
-5.2208024,6.6358032,-2.0376421,6.0352161
-5.1322028,6.5896859,-2.0639705,5.9960295
-5.0448771,6.541209,-2.0913421,5.9609905
-4.9589384,6.490315,-2.1197784,5.9304381
-4.8745105,6.4369529,-2.1492861,5.9044521
-4.791722,6.3810805,-2.1797872,5.882212
-4.7106989,6.3226752,-2.2110977,5.8633326
-4.6315659,6.2617297,-2.2431942,5.8481336
-4.5544526,6.1982419,-2.2761238,5.8372123
-4.4794971,6.1322131,-2.3099509,5.8312539
-4.4068424,6.0636459,-2.3447244,5.8308899
-4.3366456,5.9925515,-2.3805655,4.849298
